TABLE_SCHEMA,TABLE_NAME,n_date_typed,n_money_typed,n_recovery_named,n_claim_named,n_cols,date_cols,money_cols
dbo,qryIVRAgeEmblemFacetsFinalStage1,25,17,5,8,252,"ivrcalldt, ivrpartaeffdate, ivrpartaTermDate, ivrpartbeffdate, ivrpartbTermDate, RxWindowStartDate, RxWindowEndDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","totOppAmt, TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryEmblemFacetsDualEntStage9,18,16,5,8,235,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryivresrdEmblemFacetsStage7clmdet,18,16,5,8,236,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryEmblemFacetsPincCommStage5,18,16,5,8,238,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qrySubscriberTermEmblemFacetsFinal,19,16,5,8,240,"TermDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryMedDisEmblemFacetsFinal,20,16,5,8,241,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, RxWindowStartDate, RxWindowEndDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryEmblemFacetsPINOCommercialStage4,21,16,5,8,246,"ClosedDate, PrimacyEffectiveDate, PrimacyTermDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryEmblemFacetsPincCommFinal,18,16,5,8,235,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryEmblemFacetsDualEntStage10,18,16,5,8,236,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryEmblemFacetsDualEntStage8,18,16,5,8,235,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryEmblemFacetsPINOFinal,19,16,5,8,244,"ClosedDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,DomPartEmblemFacetsstage4Final,18,16,5,8,234,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryEmblemFacetsPINOFamilyFinal,20,16,5,8,244,"ClosedDate, P_PrimacyEffDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,olympicdetTRGPIDMG1EmblemFacets,24,16,5,8,253,"Side2PartAEffectiveDate, Side2PartATermDate, Side2PartBEffectiveDate, Side2PartBTermDate, Side2PartDEffectiveDate, Side2PartDTermDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryIVRAgeEmblemFacetsStage7clmDet,18,16,5,8,236,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryPPPIPBMEmblemFacetsFinal,20,16,5,8,246,"PBMEffectiveDate, PBMTermDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryRetroTermEmblemFacetsPrep,19,16,5,8,235,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, MaxCanDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryEmblemFacetsPINOCommercialFinal,21,16,5,8,248,"ClosedDate, PrimacyEffectiveDate, PrimacyTermDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryEmblemFacetsPINOFamilyStage6,20,16,5,8,242,"ClosedDate, P_PrimacyEffDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,qryEmblemFacetsPincMCFinal,18,16,5,8,238,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, MedicarePaidAmount"
dbo,olympicdetKaiserAmbNW,32,15,5,7,228,"ivrcalldt, ivrpartaeffdate, ivrpartaTermDate, ivrpartbeffdate, ivrpartbTermDate, RxWindowStartDate, RxWindowEndDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, DateOfDeath, CheckDate, OverlapStartDate, OverlapEndDate","totOppAmt, TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, CheckDate"
dbo,olympicdetstage1KaiserAmbNW,30,15,5,7,214,"ivrcalldt, ivrpartaeffdate, ivrpartaTermDate, ivrpartbeffdate, ivrpartbTermDate, RxWindowStartDate, RxWindowEndDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, DateOfDeath, CheckDate","totOppAmt, TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, CheckDate"
dbo,qryivresrdKaiserAmbNWFinalStage1,30,15,5,7,213,"ivrcalldt, ivrpartaeffdate, ivrpartaTermDate, ivrpartbeffdate, ivrpartbTermDate, RxWindowStartDate, RxWindowEndDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, DateOfDeath, CheckDate","totOppAmt, TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, CheckDate"
dbo,qryIVRAgeKaiserAmbNWFinalStage1,30,15,5,7,213,"ivrcalldt, ivrpartaeffdate, ivrpartaTermDate, ivrpartbeffdate, ivrpartbTermDate, RxWindowStartDate, RxWindowEndDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, DateOfDeath, CheckDate","totOppAmt, TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, CheckDate"
dbo,DomPartKaiserAmbNWstage4Final,23,14,5,7,195,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, DateOfDeath, CheckDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, CheckDate"
dbo,qryKaiserAmbNWPINOCommercialStage4,26,14,5,7,207,"ClosedDate, PrimacyEffectiveDate, PrimacyTermDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, DateOfDeath, CheckDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, CheckDate"
dbo,qryPINODifferentClientCOBKaiserAmbNWFinal,24,14,5,7,201,"P_PrimacyEffDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, DateOfDeath, CheckDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, CheckDate"
dbo,qryMedDisKaiserAmbNWFinal,25,14,5,7,202,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, DateOfDeath, CheckDate, RxWindowStartDate, RxWindowEndDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, CheckDate"
dbo,olympicdetstage1KaiserAmbHI,29,14,5,7,214,"ivrcalldt, ivrpartaeffdate, ivrpartaTermDate, ivrpartbeffdate, ivrpartbTermDate, RxWindowStartDate, RxWindowEndDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, AdmissionDate, DischargeDate, ReceivedDate, DateOfDeath, CheckDate","totOppAmt, TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, CheckDate"
dbo,qryKaiserAmbNWPincCommFinal,23,14,5,7,196,"SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, DateOfDeath, CheckDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, CheckDate"
dbo,olympicdetstage1KaiserAmbCO,29,14,5,7,214,"ivrcalldt, ivrpartaeffdate, ivrpartaTermDate, ivrpartbeffdate, ivrpartbTermDate, RxWindowStartDate, RxWindowEndDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, DateOfDeath, CheckDate","totOppAmt, TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, CheckDate"
dbo,qryPPPIPBMKaiserAmbNWFinal,25,14,5,7,207,"PBMEffectiveDate, PBMTermDate, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, DateOfDeath, CheckDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, ReceivedDate, CheckNumber, CheckDate"
